quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
156	0.3333333333333333	72	72	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	9	75	D#5	5	1795
156	0.3333333333333333	72	72	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	1795
1873/12	0.08333333333333333	72	72	13/48	13/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1813
937/6	0.08333333333333333	72	72	7/24	7/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1814
625/4	0.08333333333333333	72	72	5/16	5/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1815
469/3	0.08333333333333333	72	72	1/3	1/3	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1816
469/3	0.3333333333333333	72	72	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	68	G#4	4	1796
469/3	0.3333333333333333	72	72	1/3	1/3	2/4	1	1	1/12			1/8	2/3		9	75	D#5	5	1796
1877/12	0.08333333333333333	72	72	17/48	17/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1817
313/2	0.08333333333333333	72	72	3/8	3/8	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1818
1879/12	0.08333333333333333	72	72	19/48	19/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1819
470/3	0.08333333333333333	72	72	5/12	5/12	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1820
470/3	0.3333333333333333	72	72	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	71	B4	4	1797
470/3	0.3333333333333333	72	72	5/12	5/12	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	1797
627/4	0.08333333333333333	72	72	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1821
941/6	0.08333333333333333	72	72	11/24	11/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1822
1883/12	0.08333333333333333	72	72	23/48	23/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1823
157	0.08333333333333333	73	73	0	0	2/4	1	2	1/48			1/32	2/3		7	49	C#3	3	1829
157	0.5	73	73	0	0	2/4	1	1	1/8			1/8	1		4	76	E5	5	1824
157	0.5	73	73	0	0	2/4	1	1	1/8			1/8	1		5	83	B5	5	1824
1885/12	0.08333333333333333	73	73	1/48	1/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1830
943/6	0.08333333333333333	73	73	1/24	1/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1831
629/4	0.08333333333333333	73	73	1/16	1/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1832
472/3	0.08333333333333333	73	73	1/12	1/12	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1833
1889/12	0.08333333333333333	73	73	5/48	5/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1834
315/2	0.5	73	73	1/8	1/8	2/4	1	1	1/8			1/8	1	1	9	75	D#5	5	1825
315/2	0.08333333333333333	73	73	1/8	1/8	2/4	1	2	1/48			1/32	2/3		4	76	E5	5	1835
315/2	0.5	73	73	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	1825
1891/12	0.08333333333333333	73	73	7/48	7/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1836
473/3	0.08333333333333333	73	73	1/6	1/6	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1837
631/4	0.08333333333333333	73	73	3/16	3/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1838
947/6	0.08333333333333333	73	73	5/24	5/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1839
1895/12	0.08333333333333333	73	73	11/48	11/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1840
158	0.08333333333333333	73	73	1/4	1/4	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1841
158	0.3333333333333333	73	73	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	9	75	D#5	5	1826
158	0.3333333333333333	73	73	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	1826
1897/12	0.08333333333333333	73	73	13/48	13/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1842
949/6	0.08333333333333333	73	73	7/24	7/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1843
633/4	0.08333333333333333	73	73	5/16	5/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1844
475/3	0.08333333333333333	73	73	1/3	1/3	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1845
475/3	0.3333333333333333	73	73	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	68	G#4	4	1827
475/3	0.3333333333333333	73	73	1/3	1/3	2/4	1	1	1/12			1/8	2/3		9	75	D#5	5	1827
1901/12	0.08333333333333333	73	73	17/48	17/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1846
317/2	0.08333333333333333	73	73	3/8	3/8	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1847
1903/12	0.08333333333333333	73	73	19/48	19/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1848
476/3	0.08333333333333333	73	73	5/12	5/12	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1849
476/3	0.3333333333333333	73	73	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	71	B4	4	1828
476/3	0.3333333333333333	73	73	5/12	5/12	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	1828
635/4	0.08333333333333333	73	73	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1850
953/6	0.08333333333333333	73	73	11/24	11/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1851
1907/12	0.08333333333333333	73	73	23/48	23/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1852
159	0.08333333333333333	74	74	0	0	2/4	1	2	1/48			1/32	2/3		7	49	C#3	3	1858
159	0.5	74	74	0	0	2/4	1	1	1/8			1/8	1		4	76	E5	5	1853
159	0.5	74	74	0	0	2/4	1	1	1/8			1/8	1		5	83	B5	5	1853
1909/12	0.08333333333333333	74	74	1/48	1/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1859
955/6	0.08333333333333333	74	74	1/24	1/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1860
637/4	0.08333333333333333	74	74	1/16	1/16	2/4	1	2	1/48			1/32	2/3		9	63	D#4	4	1861
637/4	0.6666666666666666	74	74	1/16	1/16	2/4	2	1	1/6			1/4	2/3		9	63	D#4	4	1871
478/3	0.08333333333333333	74	74	1/12	1/12	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1862
1913/12	0.08333333333333333	74	74	5/48	5/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1863
319/2	0.5	74	74	1/8	1/8	2/4	1	1	1/8			1/8	1	1	9	75	D#5	5	1854
319/2	0.08333333333333333	74	74	1/8	1/8	2/4	1	2	1/48			1/32	2/3		4	76	E5	5	1864
319/2	0.5	74	74	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	1854
1915/12	0.08333333333333333	74	74	7/48	7/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1865
479/3	0.08333333333333333	74	74	1/6	1/6	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1866
639/4	0.08333333333333333	74	74	3/16	3/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1867
959/6	0.08333333333333333	74	74	5/24	5/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1868
1919/12	0.08333333333333333	74	74	11/48	11/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1869
160	0.08333333333333333	74	74	1/4	1/4	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1872
160	1.0	74	74	1/4	1/4	2/4	1	2	1/4			1/4	1		8	68	G#4	4	1870
160	0.3333333333333333	74	74	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	9	75	D#5	5	1855
160	0.3333333333333333	74	74	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	1855
1921/12	0.08333333333333333	74	74	13/48	13/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1873
961/6	0.08333333333333333	74	74	7/24	7/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1874
641/4	0.08333333333333333	74	74	5/16	5/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1875
481/3	0.08333333333333333	74	74	1/3	1/3	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1876
481/3	0.3333333333333333	74	74	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	68	G#4	4	1856
481/3	0.3333333333333333	74	74	1/3	1/3	2/4	1	1	1/12			1/8	2/3		9	75	D#5	5	1856
1925/12	0.08333333333333333	74	74	17/48	17/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1877
321/2	0.08333333333333333	74	74	3/8	3/8	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1878
1927/12	0.08333333333333333	74	74	19/48	19/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1879
482/3	0.08333333333333333	74	74	5/12	5/12	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1880
482/3	0.3333333333333333	74	74	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	71	B4	4	1857
482/3	0.3333333333333333	74	74	5/12	5/12	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	1857
643/4	0.08333333333333333	74	74	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1881
965/6	0.08333333333333333	74	74	11/24	11/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1882
1931/12	0.08333333333333333	74	74	23/48	23/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1883
161	0.0	75	75	0	0	2/4	1	3	0	acciaccatura		1/8	1		5	71	B4	4	1901
161	0.08333333333333333	75	75	0	0	2/4	1	2	1/48			1/32	2/3		7	49	C#3	3	1889
161	1.0	75	75	0	0	2/4	1	3	1/4			1/4	1		5	71	B4	4	1902
161	0.5	75	75	0	0	2/4	1	1	1/8			1/8	1		4	76	E5	5	1884
161	0.5	75	75	0	0	2/4	1	1	1/8			1/8	1		5	83	B5	5	1884
1933/12	0.08333333333333333	75	75	1/48	1/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1890
967/6	0.08333333333333333	75	75	1/24	1/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1891
645/4	0.08333333333333333	75	75	1/16	1/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1892
484/3	0.08333333333333333	75	75	1/12	1/12	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1893
1937/12	0.08333333333333333	75	75	5/48	5/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1894
323/2	0.5	75	75	1/8	1/8	2/4	1	1	1/8			1/8	1	1	9	75	D#5	5	1885
323/2	0.08333333333333333	75	75	1/8	1/8	2/4	1	2	1/48			1/32	2/3		4	76	E5	5	1895
323/2	0.5	75	75	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	1885
1939/12	0.08333333333333333	75	75	7/48	7/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1896
485/3	0.08333333333333333	75	75	1/6	1/6	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1897
647/4	0.08333333333333333	75	75	3/16	3/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1898
971/6	0.08333333333333333	75	75	5/24	5/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1899
1943/12	0.08333333333333333	75	75	11/48	11/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1900
162	0.08333333333333333	75	75	1/4	1/4	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1904
162	1.0	75	75	1/4	1/4	2/4	1	3	1/4			1/4	1	1	9	63	D#4	4	1903
162	0.3333333333333333	75	75	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	9	75	D#5	5	1886
162	0.3333333333333333	75	75	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	1886
1945/12	0.08333333333333333	75	75	13/48	13/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1905
973/6	0.08333333333333333	75	75	7/24	7/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1906
649/4	0.08333333333333333	75	75	5/16	5/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1907
487/3	0.08333333333333333	75	75	1/3	1/3	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1908
487/3	0.3333333333333333	75	75	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	68	G#4	4	1887
487/3	0.3333333333333333	75	75	1/3	1/3	2/4	1	1	1/12			1/8	2/3		9	75	D#5	5	1887
1949/12	0.08333333333333333	75	75	17/48	17/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1909
325/2	0.08333333333333333	75	75	3/8	3/8	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1910
1951/12	0.08333333333333333	75	75	19/48	19/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1911
488/3	0.08333333333333333	75	75	5/12	5/12	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1912
488/3	0.3333333333333333	75	75	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	71	B4	4	1888
488/3	0.3333333333333333	75	75	5/12	5/12	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	1888
651/4	0.08333333333333333	75	75	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1913
977/6	0.08333333333333333	75	75	11/24	11/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1914
1955/12	0.08333333333333333	75	75	23/48	23/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1915
163	0.08333333333333333	76	76	0	0	2/4	1	2	1/48			1/32	2/3		7	49	C#3	3	1921
163	1.0	76	76	0	0	2/4	1	3	1/4			1/4	1	-1	9	63	D#4	4	1933
163	0.5	76	76	0	0	2/4	1	1	1/8			1/8	1		4	76	E5	5	1916
163	0.5	76	76	0	0	2/4	1	1	1/8			1/8	1		5	83	B5	5	1916
1957/12	0.08333333333333333	76	76	1/48	1/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1922
979/6	0.08333333333333333	76	76	1/24	1/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1923
653/4	0.08333333333333333	76	76	1/16	1/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1924
490/3	0.08333333333333333	76	76	1/12	1/12	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1925
1961/12	0.08333333333333333	76	76	5/48	5/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1926
327/2	0.5	76	76	1/8	1/8	2/4	1	1	1/8			1/8	1	1	9	75	D#5	5	1917
327/2	0.08333333333333333	76	76	1/8	1/8	2/4	1	2	1/48			1/32	2/3		4	76	E5	5	1927
327/2	0.5	76	76	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	1917
1963/12	0.08333333333333333	76	76	7/48	7/48	2/4	1	2	1/48			1/32	2/3		5	71	B4	4	1928
491/3	0.08333333333333333	76	76	1/6	1/6	2/4	1	2	1/48			1/32	2/3		8	68	G#4	4	1929
655/4	0.08333333333333333	76	76	3/16	3/16	2/4	1	2	1/48			1/32	2/3		4	64	E4	4	1930
983/6	0.08333333333333333	76	76	5/24	5/24	2/4	1	2	1/48			1/32	2/3		5	59	B3	3	1931
1967/12	0.08333333333333333	76	76	11/48	11/48	2/4	1	2	1/48			1/32	2/3		8	56	G#3	3	1932
164	0.08333333333333333	76	76	1/4	1/4	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1935
164	1.0	76	76	1/4	1/4	2/4	1	3	1/4			1/4	1		7	61	C#4	4	1934
164	0.3333333333333333	76	76	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	9	75	D#5	5	1918
164	0.3333333333333333	76	76	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	1918
1969/12	0.08333333333333333	76	76	13/48	13/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1936
985/6	0.08333333333333333	76	76	7/24	7/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1937
657/4	0.08333333333333333	76	76	5/16	5/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1938
493/3	0.08333333333333333	76	76	1/3	1/3	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1939
493/3	0.3333333333333333	76	76	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	68	G#4	4	1919
493/3	0.3333333333333333	76	76	1/3	1/3	2/4	1	1	1/12			1/8	2/3		9	75	D#5	5	1919
1973/12	0.08333333333333333	76	76	17/48	17/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1940
329/2	0.08333333333333333	76	76	3/8	3/8	2/4	2	1	1/48			1/32	2/3		7	49	C#3	3	1941
1975/12	0.08333333333333333	76	76	19/48	19/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1942
494/3	0.08333333333333333	76	76	5/12	5/12	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1943
494/3	0.3333333333333333	76	76	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	71	B4	4	1920
494/3	0.3333333333333333	76	76	5/12	5/12	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	1920
659/4	0.08333333333333333	76	76	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	1944
989/6	0.08333333333333333	76	76	11/24	11/24	2/4	2	1	1/48			1/32	2/3		5	59	B3	3	1945
1979/12	0.08333333333333333	76	76	23/48	23/48	2/4	2	1	1/48			1/32	2/3		8	56	G#3	3	1946
165	0.125	77	77	0	0	3/4	2	1	1/32			1/32	1		-2	34	Bb1	1	1955
165	2.0	77	77	0	0	3/4	1	1	1/2		1/4_c32_1	1/2	1		-1	77	F5	5	1947
165	2.0	77	77	0	0	3/4	1	1	1/2		1/4_c32_1	1/2	1		1	79	G5	5	1947
165	2.0	77	77	0	0	3/4	1	1	1/2		1/4_c32_1	1/2	1		2	86	D6	6	1947
165	2.0	77	77	0	0	3/4	1	1	1/2		1/4_c32_2	1/2	1		-1	89	F6	6	1948
165	2.0	77	77	0	0	3/4	1	1	1/2		1/4_c32_2	1/2	1		1	91	G6	6	1948
1321/8	0.125	77	77	1/32	1/32	3/4	2	1	1/32			1/32	1		-2	34	Bb1	1	1956
661/4	0.125	77	77	1/16	1/16	3/4	2	1	1/32			1/32	1		-1	41	F2	2	1957
1323/8	0.125	77	77	3/32	3/32	3/4	2	1	1/32			1/32	1		-2	46	Bb2	2	1958
331/2	0.125	77	77	1/8	1/8	3/4	2	1	1/32			1/32	1		2	50	D3	3	1959
1325/8	0.125	77	77	5/32	5/32	3/4	2	1	1/32			1/32	1		-1	53	F3	3	1960
663/4	0.125	77	77	3/16	3/16	3/4	2	1	1/32			1/32	1		2	50	D3	3	1961
1327/8	0.125	77	77	7/32	7/32	3/4	2	1	1/32			1/32	1		-2	46	Bb2	2	1962
166	0.1111111111111111	77	77	1/4	1/4	3/4	2	1	1/36			1/32	8/9		-1	41	F2	2	1963
1495/9	0.1111111111111111	77	77	5/18	5/18	3/4	2	1	1/36			1/32	8/9		-2	46	Bb2	2	1964
1496/9	0.1111111111111111	77	77	11/36	11/36	3/4	2	1	1/36			1/32	8/9		2	50	D3	3	1965
499/3	0.1111111111111111	77	77	1/3	1/3	3/4	2	1	1/36			1/32	8/9		-1	53	F3	3	1966
1498/9	0.1111111111111111	77	77	13/36	13/36	3/4	2	1	1/36			1/32	8/9		-2	58	Bb3	3	1967
1499/9	0.1111111111111111	77	77	7/18	7/18	3/4	2	1	1/36			1/32	8/9		2	62	D4	4	1968
500/3	0.1111111111111111	77	77	5/12	5/12	3/4	2	1	1/36			1/32	8/9		-1	65	F4	4	1969
1501/9	0.1111111111111111	77	77	4/9	4/9	3/4	2	1	1/36			1/32	8/9		2	62	D4	4	1970
1502/9	0.1111111111111111	77	77	17/36	17/36	3/4	2	1	1/36			1/32	8/9		-2	58	Bb3	3	1971
167	0.08333333333333333	77	77	1/2	1/2	3/4	2	1	1/48			1/32	2/3		-1	53	F3	3	1972
167	0.6666666666666666	77	77	1/2	1/2	3/4	1	1	1/6		1/8_c32_1	1/4	2/3		-1	77	F5	5	1949
167	0.6666666666666666	77	77	1/2	1/2	3/4	1	1	1/6		1/8_c32_1	1/4	2/3		1	79	G5	5	1949
167	0.6666666666666666	77	77	1/2	1/2	3/4	1	1	1/6		1/8_c32_1	1/4	2/3		2	86	D6	6	1949
167	0.6666666666666666	77	77	1/2	1/2	3/4	1	1	1/6		1/8_c32_2	1/4	2/3		-1	89	F6	6	1950
167	0.6666666666666666	77	77	1/2	1/2	3/4	1	1	1/6		1/8_c32_2	1/4	2/3		1	91	G6	6	1950
2005/12	0.08333333333333333	77	77	25/48	25/48	3/4	2	1	1/48			1/32	2/3		-2	58	Bb3	3	1973
1003/6	0.08333333333333333	77	77	13/24	13/24	3/4	2	1	1/48			1/32	2/3		2	62	D4	4	1974
669/4	0.08333333333333333	77	77	9/16	9/16	3/4	2	1	1/48			1/32	2/3		-1	65	F4	4	1975
502/3	0.08333333333333333	77	77	7/12	7/12	3/4	2	1	1/48			1/32	2/3		-2	70	Bb4	4	1976
2009/12	0.08333333333333333	77	77	29/48	29/48	3/4	2	1	1/48			1/32	2/3		2	74	D5	5	1977
335/2	0.08333333333333333	77	77	5/8	5/8	3/4	2	1	1/48			1/32	2/3		-1	77	F5	5	1978
2011/12	0.08333333333333333	77	77	31/48	31/48	3/4	2	1	1/48			1/32	2/3		-2	82	Bb5	5	1979
503/3	0.08333333333333333	77	77	2/3	2/3	3/4	1	1	1/48			1/32	2/3		2	86	D6	6	1951
503/3	0.08333333333333333	77	77	2/3	2/3	3/4	2	1	1/48			1/32	2/3		2	86	D6	6	1980
503/3	0.08333333333333333	77	77	2/3	2/3	3/4	1	1	1/48			1/32	2/3		-1	89	F6	6	1951
671/4	0.08333333333333333	77	77	11/16	11/16	3/4	2	1	1/48			1/32	2/3		-1	77	F5	5	1981
671/4	0.08333333333333333	77	77	11/16	11/16	3/4	1	1	1/48			1/32	2/3		1	91	G6	6	1952
1007/6	0.08333333333333333	77	77	17/24	17/24	3/4	2	1	1/48			1/32	2/3		-2	82	Bb5	5	1982
1007/6	0.08333333333333333	77	77	17/24	17/24	3/4	1	1	1/48			1/32	2/3		-1	89	F6	6	1953
2015/12	0.08333333333333333	77	77	35/48	35/48	3/4	2	1	1/48			1/32	2/3		2	86	D6	6	1983
2015/12	0.08333333333333333	77	77	35/48	35/48	3/4	1	1	1/48			1/32	2/3		1	91	G6	6	1954
168	0.5	78	78	0	0	4/4	2	1	1/8			1/8	1		-1	89	F6	6	2038
168	0.05555555555555555	78	78	0	0	4/4	1	1	1/72			1/64	8/9		-4	92	Ab6	6	1984
3025/18	0.05555555555555555	78	78	1/72	1/72	4/4	1	1	1/72			1/64	8/9		-3	87	Eb6	6	1985
1513/9	0.05555555555555555	78	78	1/36	1/36	4/4	1	1	1/72			1/64	8/9		-7	83	Cb6	6	1986
1009/6	0.05555555555555555	78	78	1/24	1/24	4/4	1	1	1/72			1/64	8/9		-4	80	Ab5	5	1987
1514/9	0.05555555555555555	78	78	1/18	1/18	4/4	1	1	1/72			1/64	8/9		-1	89	F6	6	1988
3029/18	0.05555555555555555	78	78	5/72	5/72	4/4	1	1	1/72			1/64	8/9		-3	87	Eb6	6	1989
505/3	0.05555555555555555	78	78	1/12	1/12	4/4	1	1	1/72			1/64	8/9		-7	83	Cb6	6	1990
3031/18	0.05555555555555555	78	78	7/72	7/72	4/4	1	1	1/72			1/64	8/9		-4	80	Ab5	5	1991
1516/9	0.05555555555555555	78	78	1/9	1/9	4/4	1	1	1/72			1/64	8/9		-1	77	F5	5	1992
337/2	0.05555555555555555	78	78	1/8	1/8	4/4	1	1	1/72			1/64	8/9		-3	75	Eb5	5	1993
1517/9	0.05555555555555555	78	78	5/36	5/36	4/4	1	1	1/72			1/64	8/9		-7	71	Cb5	5	1994
3035/18	0.05555555555555555	78	78	11/72	11/72	4/4	1	1	1/72			1/64	8/9		-4	68	Ab4	4	1995
506/3	0.05555555555555555	78	78	1/6	1/6	4/4	1	1	1/72			1/64	8/9		-7	71	Cb5	5	1996
3037/18	0.05555555555555555	78	78	13/72	13/72	4/4	1	1	1/72			1/64	8/9		-3	75	Eb5	5	1997
1519/9	0.05555555555555555	78	78	7/36	7/36	4/4	1	1	1/72			1/64	8/9		-1	77	F5	5	1998
1013/6	0.05555555555555555	78	78	5/24	5/24	4/4	1	1	1/72			1/64	8/9		-4	80	Ab5	5	1999
1520/9	0.05555555555555555	78	78	2/9	2/9	4/4	1	1	1/72			1/64	8/9		-7	83	Cb6	6	2000
3041/18	0.05555555555555555	78	78	17/72	17/72	4/4	1	1	1/72			1/64	8/9		-3	87	Eb6	6	2001
169	0.05555555555555555	78	78	1/4	1/4	4/4	1	1	1/72			1/64	8/9		-4	92	Ab6	6	2002
3043/18	0.05555555555555555	78	78	19/72	19/72	4/4	1	1	1/72			1/64	8/9		-3	87	Eb6	6	2003
1522/9	0.05555555555555555	78	78	5/18	5/18	4/4	1	1	1/72			1/64	8/9		-7	83	Cb6	6	2004
1015/6	0.05555555555555555	78	78	7/24	7/24	4/4	1	1	1/72			1/64	8/9		-4	80	Ab5	5	2005
1523/9	0.05555555555555555	78	78	11/36	11/36	4/4	1	1	1/72			1/64	8/9		-1	77	F5	5	2006
3047/18	0.05555555555555555	78	78	23/72	23/72	4/4	1	1	1/72			1/64	8/9		-3	75	Eb5	5	2007
508/3	0.05555555555555555	78	78	1/3	1/3	4/4	1	1	1/72			1/64	8/9		-7	71	Cb5	5	2008
3049/18	0.05555555555555555	78	78	25/72	25/72	4/4	1	1	1/72			1/64	8/9		-4	68	Ab4	4	2009
1525/9	0.05555555555555555	78	78	13/36	13/36	4/4	1	1	1/72			1/64	8/9		-1	65	F4	4	2010
339/2	0.05555555555555555	78	78	3/8	3/8	4/4	1	1	1/72			1/64	8/9		-3	63	Eb4	4	2011
1526/9	0.05555555555555555	78	78	7/18	7/18	4/4	1	1	1/72			1/64	8/9		-7	59	Cb4	4	2012
3053/18	0.05555555555555555	78	78	29/72	29/72	4/4	1	1	1/72			1/64	8/9		-4	56	Ab3	3	2013
509/3	0.05555555555555555	78	78	5/12	5/12	4/4	1	1	1/72			1/64	8/9		-7	59	Cb4	4	2014
3055/18	0.05555555555555555	78	78	31/72	31/72	4/4	1	1	1/72			1/64	8/9		-3	63	Eb4	4	2015
1528/9	0.05555555555555555	78	78	4/9	4/9	4/4	1	1	1/72			1/64	8/9		-1	65	F4	4	2016
1019/6	0.05555555555555555	78	78	11/24	11/24	4/4	1	1	1/72			1/64	8/9		-4	68	Ab4	4	2017
1529/9	0.05555555555555555	78	78	17/36	17/36	4/4	1	1	1/72			1/64	8/9		-7	71	Cb5	5	2018
3059/18	0.05555555555555555	78	78	35/72	35/72	4/4	1	1	1/72			1/64	8/9		-3	75	Eb5	5	2019
170	0.05555555555555555	78	78	1/2	1/2	4/4	1	1	1/72			1/64	8/9		-4	80	Ab5	5	2020
3061/18	0.05555555555555555	78	78	37/72	37/72	4/4	1	1	1/72			1/64	8/9		-3	75	Eb5	5	2021
