mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	228		articAccentStaccatoBelow																		
23	23	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	229		articStaccatoBelow																		
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	230		articStaccatoBelow																		
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	231		articStaccatoBelow																		
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	232		articAccentAbove																		
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	233		articStaccatoBelow																		
24	24	69	69	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	234		articAccentStaccatoBelow																		
24	24	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	235		articStaccatoBelow																		
24	24	71	71	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	236		articStaccatoBelow																		
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	237		articStaccatoBelow																		
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	238		articStaccatoBelow																		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	239		articStaccatoBelow																		
25	25	74	74	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	240		articStaccatoBelow																		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	241		articStaccatoBelow																		
25	25	72	72	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	242		articAccentStaccatoBelow																		
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	243		articStaccatoBelow																		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	244		articAccentStaccatoBelow																		
25	25	74	74	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	245		articStaccatoBelow																		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	246		articStaccatoBelow																		
26	26	75	75	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	247		articAccentAbove																		
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	248																				
26	26	76	76	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	249																				
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	250		articAccentAbove																		
26	26	77	77	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	251																				
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	252																				
27	27	78	78	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	253		articAccentAbove																		
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	254																				
27	27	79	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	255																				
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	256		articAccentAbove																		
27	27	80	80	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	257																				
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	258																				
28	28	81	81	0.0	0	0	Spanner	6/8	1	1	0																6									
28	28	81	81	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	259		articStaccatoAbove																		
28	28	163/2	163/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	260		articStaccatoAbove																		
28	28	82	82	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	261		articStaccatoAbove																		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	262		articStaccatoAbove																		
28	28	83	83	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	263		articStaccatoAbove																		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	264		articStaccatoAbove																		
29	29	84	84	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	265		articStaccatoAbove																		
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	266		articStaccatoAbove																		
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	267		articStaccatoAbove																		
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	268		articStaccatoAbove																		
29	29	86	86	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	269		articStaccatoAbove																		
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	270		articStaccatoAbove																		
30	30	87	87	0.0	0	0	Dynamic	3/8	1	1	0						ff																			
30	30	87	87	0.0	0	0	Spanner	3/8	1	1	0																									
30	30	175/2	175/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	271									10											
30	30	263/3	263/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	272									10											
30	30	527/6	527/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	273									10											
30	30	88	88	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24			1/16	2/3	274									10											
30	30	529/6	529/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24			1/16	2/3	275									10											
30	30	265/3	265/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24			1/16	2/3	276																				
30	30	87	87	0.0	0	0	Spanner	3/8	2	1	0																		0							
30	30	87	87	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	277		articMarcatoAbove											0							
30	30	175/2	175/2	0.0	1/8	1/8	Spanner	3/8	2	1	0																									
30	30	175/2	175/2	0.2	1/8	1/8	Chord	3/8	2	1	1/20			1/16	4/5	278									11											
30	30	877/10	877/10	0.2	7/40	7/40	Chord	3/8	2	1	1/20			1/16	4/5	279									11											
30	30	879/10	879/10	0.2	9/40	9/40	Chord	3/8	2	1	1/20			1/16	4/5	280									11											
30	30	881/10	881/10	0.2	11/40	11/40	Chord	3/8	2	1	1/20			1/16	4/5	281									11											
30	30	883/10	883/10	0.2	13/40	13/40	Chord	3/8	2	1	1/20			1/16	4/5	282																				
31	31	177/2	177/2	0.0	0	0	Dynamic	9/8	1	1	0						ff																			
31	31	177/2	177/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	283		articAccentAbove																		
31	31	89	89	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	284									12											
31	31	535/6	535/6	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	285									12											
31	31	268/3	268/3	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	286																				
31	31	179/2	179/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	287		articAccentAbove							13											
31	31	90	90	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	288									13											
31	31	183/2	183/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	289									13											
31	31	92	92	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	290																				
31	31	177/2	177/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	291																				
31	31	89	89	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	292																				
31	31	179/2	179/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	293																				
31	31	90	90	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	294		articAccentAbove																		
31	31	181/2	181/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	295																				
31	31	91	91	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	296																				
31	31	183/2	183/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	297																				
31	31	92	92	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	298																				
31	31	185/2	185/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	299																				
32	32	93	93	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	300		articAccentAbove																		
32	32	187/2	187/2	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	301									14											
32	32	281/3	281/3	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	302									14											
32	32	563/6	563/6	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	303																				
32	32	94	94	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	304		articAccentAbove							15											
32	32	189/2	189/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	305									15											
32	32	96	96	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	306									15											
32	32	193/2	193/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	307																				
32	32	93	93	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	308																				
32	32	187/2	187/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	309																				
32	32	94	94	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	310		articAccentAbove																		
32	32	189/2	189/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	311																				
32	32	95	95	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	312																				
32	32	191/2	191/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	313																				
32	32	96	96	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	314																				
32	32	193/2	193/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	315																				
32	32	97	97	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	316																				
33	33	195/2	195/2	0.0	0	0	Dynamic	9/8	1	1	0						mp																			
33	33	195/2	195/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	317		articStaccatoBelow																		
33	33	98	98	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	318									16											
33	33	589/6	589/6	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	319									16											
33	33	295/3	295/3	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	320																				
33	33	197/2	197/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	321		articAccentBelow																		
33	33	99	99	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	322		articStaccatoBelow																		
33	33	199/2	199/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	323		articStaccatoBelow																		
33	33	100	100	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	324		articStaccatoBelow																		
33	33	201/2	201/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																	2								
33	33	101	101	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	325		articStaccatissimoAbove										2								
33	33	203/2	203/2	0.0	1	1	Dynamic	9/8	1	1	0						f																			
33	33	203/2	203/2	0.0	1	1	Spanner	9/8	1	1	0																									
33	33	203/2	203/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	326		articStaccatissimoAbove																		
33	33	201/2	201/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	327		articStaccatoAbove																		
33	33	101	101	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	328		articStaccatissimoAbove																		
33	33	203/2	203/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	329		articStaccatissimoAbove																		
34	34	102	102	0.0	0	0	Dynamic	9/8	1	1	0						mp																			
34	34	102	102	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	330		articStaccatoBelow																		
34	34	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	331									17											
34	34	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	332									17											
34	34	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	333																				
34	34	103	103	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	334		articAccentBelow																		
34	34	207/2	207/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	335		articStaccatoBelow																		
34	34	104	104	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	336		articStaccatoBelow																		
34	34	209/2	209/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	337		articStaccatoBelow																		
34	34	105	105	0.0	3/4	3/4	Spanner	9/8	1	1	0																	3								
34	34	211/2	211/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	338		articStaccatissimoAbove										3								
34	34	106	106	0.0	1	1	Dynamic	9/8	1	1	0						f																			
34	34	106	106	0.0	1	1	Spanner	9/8	1	1	0																									
34	34	106	106	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	339		articStaccatissimoAbove																		
34	34	105	105	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	340		articStaccatoAbove																		
34	34	211/2	211/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	341		articStaccatissimoAbove																		
34	34	106	106	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	342		articStaccatissimoAbove																		
35	35	213/2	213/2	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
35	35	213/2	213/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	343		articStaccatoBelow																		
35	35	107	107	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	344									18											
35	35	643/6	643/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	345									18											
35	35	322/3	322/3	0.0	5/24	5/24	Spanner	6/8	1	1	0																	4								
35	35	322/3	322/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	346												4								
35	35	215/2	215/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	347		articAccentBelow										4								
35	35	108	108	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	348									19			4								
35	35	649/6	649/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	349									19			4								
35	35	325/3	325/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	350												4								
35	35	217/2	217/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	351		articStaccatoBelow										4								
35	35	109	109	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	352		articStaccatoBelow										4								
36	36	219/2	219/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	353												4								
36	36	110	110	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	354									20			4								
36	36	661/6	661/6	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	355									20			4								
36	36	331/3	331/3	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	356												4								
36	36	221/2	221/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	357		articAccentBelow										4								
36	36	111	111	0.16666666666666666	3/8	3/8	Chord	9/8	1	1	1/24			1/16	2/3	358									21			4								
36	36	667/6	667/6	0.16666666666666666	5/12	5/12	Chord	9/8	1	1	1/24			1/16	2/3	359									21			4								
36	36	334/3	334/3	0.16666666666666666	11/24	11/24	Chord	9/8	1	1	1/24			1/16	2/3	360												4								
36	36	223/2	223/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	361												4								
36	36	112	112	0.0	5/8	5/8	Spanner	9/8	1	1	0																									
36	36	112	112	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	362																				
36	36	225/2	225/2	0.0	3/4	3/4	Dynamic	9/8	1	1	0						ff																			
36	36	225/2	225/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	363																				
36	36	451/4	451/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	364																				
36	36	113	113	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	365																				
36	36	453/4	453/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	366																				
36	36	227/2	227/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	367																				
36	36	455/4	455/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	368																				
37	37	229/2	229/2	0.0	1/8	1/8	Dynamic	9/8	1	1	0						ff																			
37	37	229/2	229/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	369		articAccentAbove																		
37	37	115	115	0.16666666666666666	1/4	1/4	Chord	9/8	1	1	1/24			1/16	2/3	370									22											
37	37	691/6	691/6	0.16666666666666666	7/24	7/24	Chord	9/8	1	1	1/24			1/16	2/3	371									22											
37	37	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	9/8	1	1	1/24			1/16	2/3	372																				
37	37	231/2	231/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	373		articAccentAbove							23											
37	37	117	117	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	374									23											
37	37	235/2	235/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	375																				
37	37	114	114	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	376		articAccentAbove																		
37	37	229/2	229/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	377																				
37	37	115	115	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	378																				
37	37	231/2	231/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	379		articAccentAbove																		
37	37	116	116	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	380																				
37	37	233/2	233/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	381																				
37	37	117	117	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	382																				
37	37	235/2	235/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	383																				
37	37	118	118	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	384																				
38	38	237/2	237/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	385		articAccentAbove																		
38	38	119	119	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	386									24											
38	38	715/6	715/6	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	387									24											
38	38	358/3	358/3	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	388																				
38	38	239/2	239/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	389		articAccentAbove							25											
38	38	120	120	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	390		articAccentAbove							25											
38	38	243/2	243/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	391									25											
38	38	122	122	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	392																				
38	38	237/2	237/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	393		articAccentAbove																		
38	38	119	119	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	394																				
38	38	239/2	239/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	395		articAccentAbove																		
38	38	120	120	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	396																				
38	38	241/2	241/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	397																				
38	38	121	121	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	398																				
38	38	243/2	243/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	399																				
38	38	122	122	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	400																				
38	38	245/2	245/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	401																				
39	39	123	123	0.0	0	0	Dynamic	9/8	1	1	0						other-dynamics																			
39	39	123	123	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	402		articStaccatoBelow																		
39	39	247/2	247/2	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	403									26											
39	39	371/3	371/3	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	404									26											
39	39	743/6	743/6	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	405																				
39	39	124	124	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	406		articAccentBelow																		
39	39	249/2	249/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	407		articStaccatoBelow																		
39	39	125	125	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	408		articStaccatoBelow																		
39	39	251/2	251/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	409		articStaccatoBelow																		
39	39	126	126	0.0	3/4	3/4	Spanner	9/8	1	1	0																	5								
39	39	253/2	253/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	410		articStaccatissimoAbove										5								
39	39	127	127	0.0	1	1	Dynamic	9/8	1	1	0						f																			
39	39	127	127	0.0	1	1	Spanner	9/8	1	1	0																									
39	39	127	127	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	411		articStaccatissimoAbove																		
39	39	126	126	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	412		articStaccatoAbove																		
39	39	253/2	253/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	413		articStaccatissimoAbove																		
39	39	127	127	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	414		articStaccatissimoAbove																		
40	40	255/2	255/2	0.0	0	0	Dynamic	9/8	1	1	0						other-dynamics																			
40	40	255/2	255/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	415		articStaccatoBelow																		
40	40	128	128	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	416									27											
40	40	769/6	769/6	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	417									27											
40	40	385/3	385/3	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	418																				
40	40	257/2	257/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	419		articAccentBelow																		
40	40	129	129	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	420		articStaccatoBelow																		
40	40	259/2	259/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	421		articStaccatoBelow																		
40	40	130	130	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	422		articStaccatoBelow																		
40	40	261/2	261/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																	6								
40	40	131	131	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	423		articStaccatissimoAbove										6								
40	40	263/2	263/2	0.0	1	1	Dynamic	9/8	1	1	0						f																			
40	40	263/2	263/2	0.0	1	1	Spanner	9/8	1	1	0																									
40	40	263/2	263/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	424		articStaccatissimoAbove																		
40	40	261/2	261/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	425		articStaccatoAbove																		
40	40	131	131	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	426		articStaccatissimoAbove																		
40	40	263/2	263/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	427		articStaccatissimoAbove																		
41	41	132	132	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	428		articStaccatoBelow																		
41	41	265/2	265/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																	7								
41	41	265/2	265/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	429									28			7								
41	41	398/3	398/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	430									28			7								
41	41	797/6	797/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	431												7								
41	41	133	133	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	432		articAccentBelow										7								
41	41	267/2	267/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	433									29			7								
41	41	401/3	401/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	434									29			7								
41	41	803/6	803/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	435												7								
41	41	134	134	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	436		articStaccatoBelow										7								
41	41	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	437		articStaccatoBelow										7								
42	42	135	135	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	438		articStaccatoBelow										7								
42	42	271/2	271/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	439									30			7								
42	42	407/3	407/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	440									30			7								
42	42	815/6	815/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	441												7								
42	42	136	136	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	442		articAccentBelow										7								
42	42	273/2	273/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	443									31			7								
42	42	410/3	410/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	444									31			7								
42	42	821/6	821/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	445												7								
42	42	137	137	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	446		articStaccatoBelow										7								
42	42	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	447		articStaccatoBelow										7								
43	43	138	138	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
43	43	138	138	0.0	0	0	Spanner	6/8	1	1	0																									
43	43	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	448																				
43	43	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	449																				
43	43	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	450																				
