mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<i>2 Ped.</i>	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	Ottava:8vb	Ottava:8va
18	18	173/3	173/3	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	359									43	8							
18	18	231/4	231/4	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48		1/32	2/3	360									43	8							
18	18	347/6	347/6	0.08333333333333333	7/48	7/48	Chord	4/4	1	1	1/48		1/32	2/3	361									43	8							
18	18	695/12	695/12	0.08333333333333333	1/6	1/6	Chord	4/4	1	1	1/48		1/32	2/3	362									43	8							
18	18	58	58	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	363									43	8							
18	18	697/12	697/12	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	364									43	8							
18	18	349/6	349/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	365										8							
18	18	233/4	233/4	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0		8							
18	18	233/4	233/4	0.0	1/4	1/4	Spanner	4/4	1	1	0														8				7			
18	18	233/4	233/4	0.08333333333333333	1/4	1/4	Chord	4/4	1	1	1/48		1/32	2/3	366									45	8				7			
18	18	175/3	175/3	0.08333333333333333	13/48	13/48	Chord	4/4	1	1	1/48		1/32	2/3	367									45	8				7			
18	18	701/12	701/12	0.08333333333333333	7/24	7/24	Chord	4/4	1	1	1/48		1/32	2/3	368									45	8				7			
18	18	117/2	117/2	0.08333333333333333	5/16	5/16	Chord	4/4	1	1	1/48		1/32	2/3	369									45	8				7			
18	18	703/12	703/12	0.08333333333333333	1/3	1/3	Chord	4/4	1	1	1/48		1/32	2/3	370									45	8				7			
18	18	176/3	176/3	0.08333333333333333	17/48	17/48	Chord	4/4	1	1	1/48		1/32	2/3	371									45	8				7			
18	18	235/4	235/4	0.08333333333333333	3/8	3/8	Chord	4/4	1	1	1/48		1/32	2/3	372									45	8				7			
18	18	353/6	353/6	0.08333333333333333	19/48	19/48	Chord	4/4	1	1	1/48		1/32	2/3	373									45	8				7			
18	18	707/12	707/12	0.0	5/12	5/12	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	45	8				7			
18	18	707/12	707/12	0.08333333333333333	5/12	5/12	Chord	4/4	1	1	1/48		1/32	2/3	374									45	8				7			
18	18	59	59	0.08333333333333333	7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	375									45	8				7			
18	18	709/12	709/12	0.08333333333333333	11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	376									45	8				7			
18	18	355/6	355/6	0.08333333333333333	23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	377									45	8				7			
19	19	237/4	237/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	45	8				7			
19	19	237/4	237/4	0.08333333333333333	0	0	Chord	4/4	1	1	1/48		1/32	2/3	378									45	8				7			
19	19	178/3	178/3	0.08333333333333333	1/48	1/48	Chord	4/4	1	1	1/48		1/32	2/3	379									45	8				7			
19	19	713/12	713/12	0.08333333333333333	1/24	1/24	Chord	4/4	1	1	1/48		1/32	2/3	380									45	8				7			
19	19	119/2	119/2	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48		1/32	2/3	381									45	8				7			
19	19	715/12	715/12	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	45	8				7			
19	19	715/12	715/12	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	382									45	8				7			
19	19	179/3	179/3	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	383									45	8				7			
19	19	239/4	239/4	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48		1/32	2/3	384									45	8				7			
19	19	359/6	359/6	0.08333333333333333	7/48	7/48	Chord	4/4	1	1	1/48		1/32	2/3	385									45	8				7			
19	19	719/12	719/12	0.0	1/6	1/6	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	45	8				7			
19	19	719/12	719/12	0.08333333333333333	1/6	1/6	Chord	4/4	1	1	1/48		1/32	2/3	386									45	8				7			
19	19	60	60	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	387									45	8				7			
19	19	721/12	721/12	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	388									45	8				7			
19	19	361/6	361/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	389									45	8				7			
20	20	241/4	241/4	0.08333333333333333	0	1/4	Chord	4/4	1	1	1/48		1/32	2/3	390									45	8				7			
20	20	181/3	181/3	0.08333333333333333	1/48	13/48	Chord	4/4	1	1	1/48		1/32	2/3	391									45	8				7			
20	20	725/12	725/12	0.08333333333333333	1/24	7/24	Chord	4/4	1	1	1/48		1/32	2/3	392									45	8				7			
20	20	121/2	121/2	0.08333333333333333	1/16	5/16	Chord	4/4	1	1	1/48		1/32	2/3	393									45	8				7			
20	20	727/12	727/12	0.0	1/12	1/3	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	45	8				7			
20	20	727/12	727/12	0.08333333333333333	1/12	1/3	Chord	4/4	1	1	1/48		1/32	2/3	394									45	8				7			
20	20	182/3	182/3	0.08333333333333333	5/48	17/48	Chord	4/4	1	1	1/48		1/32	2/3	395									45	8				7			
20	20	243/4	243/4	0.08333333333333333	1/8	3/8	Chord	4/4	1	1	1/48		1/32	2/3	396									45	8				7			
20	20	365/6	365/6	0.08333333333333333	7/48	19/48	Chord	4/4	1	1	1/48		1/32	2/3	397									45	8				7			
20	20	731/12	731/12	0.0	1/6	5/12	Tempo	4/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	45	8				7			
20	20	731/12	731/12	0.08333333333333333	1/6	5/12	Chord	4/4	1	1	1/48		1/32	2/3	398									45	8				7			
20	20	61	61	0.08333333333333333	3/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	399									45	8				7			
20	20	733/12	733/12	0.08333333333333333	5/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	400									45	8				7			
20	20	367/6	367/6	0.08333333333333333	11/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	401									45	8				7			
20	20	245/4	245/4	0.0	1/4	1/2	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	45	8				7			
20	20	245/4	245/4	0.08333333333333333	1/4	1/2	Chord	4/4	1	1	1/48		1/32	2/3	402									45	8				7			
20	20	184/3	184/3	0.08333333333333333	13/48	25/48	Chord	4/4	1	1	1/48		1/32	2/3	403									45	8				7			
20	20	737/12	737/12	0.08333333333333333	7/24	13/24	Chord	4/4	1	1	1/48		1/32	2/3	404									45	8				7			
20	20	123/2	123/2	0.08333333333333333	5/16	9/16	Chord	4/4	1	1	1/48		1/32	2/3	405									45	8				7			
20	20	739/12	739/12	0.0	1/3	7/12	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	45	8				7			
20	20	739/12	739/12	0.08333333333333333	1/3	7/12	Chord	4/4	1	1	1/48		1/32	2/3	406									45	8				7			
20	20	185/3	185/3	0.08333333333333333	17/48	29/48	Chord	4/4	1	1	1/48		1/32	2/3	407									45	8				7			
20	20	247/4	247/4	0.08333333333333333	3/8	5/8	Chord	4/4	1	1	1/48		1/32	2/3	408									45	8				7			
20	20	371/6	371/6	0.08333333333333333	19/48	31/48	Chord	4/4	1	1	1/48		1/32	2/3	409									45	8				7			
20	20	743/12	743/12	0.08333333333333333	5/12	2/3	Chord	4/4	1	1	1/48		1/32	2/3	410									45	8				7			
20	20	62	62	0.08333333333333333	7/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	411									45	8				7			
20	20	745/12	745/12	0.08333333333333333	11/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	412									45	8				7			
20	20	373/6	373/6	0.08333333333333333	23/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	413									45	8				7			
20	20	249/4	249/4	0.0	1/2	3/4	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	45					7			
20	20	249/4	249/4	0.0	1/2	3/4	Spanner	4/4	1	1	0													45					7			
20	20	249/4	249/4	0.0	1/2	3/4	Spanner	4/4	1	1	0													45	10				7			
20	20	249/4	249/4	0.08333333333333333	1/2	3/4	Chord	4/4	1	1	1/48		1/32	2/3	414									45	10				7			
20	20	187/3	187/3	0.08333333333333333	25/48	37/48	Chord	4/4	1	1	1/48		1/32	2/3	415									45	10				7			
20	20	749/12	749/12	0.08333333333333333	13/24	19/24	Chord	4/4	1	1	1/48		1/32	2/3	416									45	10				7			
20	20	125/2	125/2	0.08333333333333333	9/16	13/16	Chord	4/4	1	1	1/48		1/32	2/3	417									45	10				7			
20	20	751/12	751/12	0.0	7/12	5/6	Tempo	4/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	45					7			
20	20	751/12	751/12	0.0	7/12	5/6	Spanner	4/4	1	1	0													45					7			
20	20	751/12	751/12	0.0	7/12	5/6	Spanner	4/4	1	1	0													45	11				7			
20	20	751/12	751/12	0.08333333333333333	7/12	5/6	Chord	4/4	1	1	1/48		1/32	2/3	418									45	11				7			
20	20	188/3	188/3	0.08333333333333333	29/48	41/48	Chord	4/4	1	1	1/48		1/32	2/3	419									45	11				7			
20	20	251/4	251/4	0.08333333333333333	5/8	7/8	Chord	4/4	1	1	1/48		1/32	2/3	420									45	11				7			
20	20	377/6	377/6	0.08333333333333333	31/48	43/48	Chord	4/4	1	1	1/48		1/32	2/3	421									45	11				7			
20	20	755/12	755/12	0.0	2/3	11/12	Spanner	4/4	1	1	0													45					7			
20	20	755/12	755/12	0.0	2/3	11/12	Spanner	4/4	1	1	0													45	12				7			
20	20	755/12	755/12	0.08333333333333333	2/3	11/12	Chord	4/4	1	1	1/48		1/32	2/3	422									45	12				7			
20	20	63	63	0.08333333333333333	11/16	15/16	Chord	4/4	1	1	1/48		1/32	2/3	423									45	12				7			
20	20	757/12	757/12	0.08333333333333333	17/24	23/24	Chord	4/4	1	1	1/48		1/32	2/3	424									45	12				7			
20	20	379/6	379/6	0.08333333333333333	35/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	425									45	12				7			
21	21	253/4	253/4	0.0	0	0	Dynamic	4/4	1	1	0					p								45								
21	21	253/4	253/4	0.0	0	0	Spanner	4/4	1	1	0													45								
21	21	253/4	253/4	0.0	0	0	Spanner	4/4	1	1	0													45								
21	21	253/4	253/4	0.08333333333333333	0	0	Chord	4/4	1	1	1/48		1/32	2/3	426									45								
21	21	190/3	190/3	0.08333333333333333	1/48	1/48	Chord	4/4	1	1	1/48		1/32	2/3	427									45								
21	21	761/12	761/12	0.08333333333333333	1/24	1/24	Chord	4/4	1	1	1/48		1/32	2/3	428									45								
21	21	127/2	127/2	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48		1/32	2/3	429									45								
21	21	763/12	763/12	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	430									45								
21	21	191/3	191/3	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	431									45								
21	21	255/4	255/4	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48		1/32	2/3	432									45								
21	21	383/6	383/6	0.08333333333333333	7/48	7/48	Chord	4/4	1	1	1/48		1/32	2/3	433									45								
21	21	767/12	767/12	0.08333333333333333	1/6	1/6	Chord	4/4	1	1	1/48		1/32	2/3	434									45								
21	21	64	64	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	435									45								
21	21	769/12	769/12	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	436									45								
21	21	385/6	385/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	437																	
21	21	257/4	257/4	0.0	1/4	1/4	StaffText	4/4	1	1	0							revenez														
21	21	257/4	257/4	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0									
21	21	2329/36	2329/36	0.1111111111111111	13/36	13/36	Chord	4/4	1	1	1/36		1/8	2/9	438									46								
21	21	2333/36	2333/36	0.1111111111111111	7/18	7/18	Chord	4/4	1	1	1/36		1/8	2/9	439									46								
21	21	2341/36	2341/36	0.0	4/9	4/9	StaffText	4/4	1	1	0							au														
21	21	2341/36	2341/36	0.1111111111111111	4/9	4/9	Chord	4/4	1	1	1/36		1/8	2/9	440																	
21	21	2345/36	2345/36	0.1111111111111111	17/36	17/36	Chord	4/4	1	1	1/36		1/8	2/9	441																	
21	21	261/4	261/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									
21	21	2365/36	2365/36	0.0	11/18	11/18	StaffText	4/4	1	1	0							mouvement														
21	21	2365/36	2365/36	0.1111111111111111	11/18	11/18	Chord	4/4	1	1	1/36		1/8	2/9	442									47								
21	21	2369/36	2369/36	0.1111111111111111	23/36	23/36	Chord	4/4	1	1	1/36		1/8	2/9	443									47								
21	21	2377/36	2377/36	0.1111111111111111	25/36	25/36	Chord	4/4	1	1	1/36		1/8	2/9	444																	
21	21	2381/36	2381/36	0.1111111111111111	13/18	13/18	Chord	4/4	1	1	1/36		1/8	2/9	445																	
21	21	799/12	799/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
21	21	2401/36	2401/36	0.1111111111111111	31/36	31/36	Chord	4/4	1	1	1/36		1/8	2/9	446									48								
21	21	2405/36	2405/36	0.1111111111111111	8/9	8/9	Chord	4/4	1	1	1/36		1/8	2/9	447									48								
21	21	803/12	803/12	0.0	11/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0	48								
21	21	2413/36	2413/36	0.0	17/18	17/18	Tempo	4/4	1	1	0								𝅘𝅥=17	17.0	𝅘𝅥	17.0	0.0									
21	21	2413/36	2413/36	0.1111111111111111	17/18	17/18	Chord	4/4	1	1	1/36		1/8	2/9	448																	
21	21	2417/36	2417/36	0.0	35/36	35/36	Tempo	4/4	1	1	0								𝅘𝅥=10	10.0	𝅘𝅥	10.0	0.0									
21	21	2417/36	2417/36	0.1111111111111111	35/36	35/36	Chord	4/4	1	1	1/36		1/8	2/9	449																	
21	21	2329/36	2329/36	0.1111111111111111	13/36	13/36	Chord	4/4	1	2	1/36		1/16	4/9	450																	
21	21	2333/36	2333/36	0.1111111111111111	7/18	7/18	Chord	4/4	1	2	1/36		1/16	4/9	451																	
21	21	2341/36	2341/36	0.1111111111111111	4/9	4/9	Chord	4/4	1	2	1/36		1/16	4/9	452																	
21	21	2345/36	2345/36	0.1111111111111111	17/36	17/36	Chord	4/4	1	2	1/36		1/16	4/9	453																	
21	21	2365/36	2365/36	0.1111111111111111	11/18	11/18	Chord	4/4	1	2	1/36		1/16	4/9	454																	
21	21	2369/36	2369/36	0.1111111111111111	23/36	23/36	Chord	4/4	1	2	1/36		1/16	4/9	455																	
21	21	2377/36	2377/36	0.1111111111111111	25/36	25/36	Chord	4/4	1	2	1/36		1/16	4/9	456																	
21	21	2381/36	2381/36	0.1111111111111111	13/18	13/18	Chord	4/4	1	2	1/36		1/16	4/9	457																	
21	21	2401/36	2401/36	0.1111111111111111	31/36	31/36	Chord	4/4	1	2	1/36		1/16	4/9	458																	
21	21	2405/36	2405/36	0.1111111111111111	8/9	8/9	Chord	4/4	1	2	1/36		1/16	4/9	459																	
21	21	2413/36	2413/36	0.1111111111111111	17/18	17/18	Chord	4/4	1	2	1/36		1/16	4/9	460																	
21	21	2417/36	2417/36	0.1111111111111111	35/36	35/36	Chord	4/4	1	2	1/36		1/16	4/9	461																	
21	21	257/4	257/4	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	462									49								
21	21	775/12	775/12	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	463									49								
21	21	779/12	779/12	0.0	5/12	5/12	StaffText	4/4	2	1	0							<i/>♮						49								
21	21	779/12	779/12	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	464									49								
21	21	261/4	261/4	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	465									49								
21	21	787/12	787/12	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	466									49								
21	21	791/12	791/12	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	467									49								
21	21	265/4	265/4	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	468									49								
21	21	799/12	799/12	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	469									49								
21	21	803/12	803/12	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	470									49								
22	22	269/4	269/4	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
22	22	269/4	269/4	0.0	0	0	Spanner	2/4	1	1	0														13							
22	22	269/4	269/4	0.0	0	0	Spanner	2/4	1	1	0														13			3				
22	22	269/4	269/4	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	471										13			3				
22	22	811/12	811/12	0.0	1/12	1/12	Tempo	2/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0		13			3				
22	22	811/12	811/12	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	472										13			3				
22	22	815/12	815/12	0.0	1/6	1/6	Spanner	2/4	1	1	0																	3				
22	22	815/12	815/12	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	473													3				
22	22	273/4	273/4	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	474													3				
22	22	823/12	823/12	0.0	1/3	1/3	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0					3				
22	22	823/12	823/12	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	475													3				
22	22	827/12	827/12	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	476													3				
22	22	269/4	269/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	477																	
23	23	835/12	835/12	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=37.5	38.0	𝅘𝅥	37.5	0.0					3				
23	23	281/4	281/4	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
23	23	281/4	281/4	0.0	1/4	1/4	Spanner	4/4	1	1	0																					
23	23	281/4	281/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	478		articAccentAbove							50								
23	23	847/12	847/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	50								
23	23	859/12	859/12	0.0	7/12	7/12	Tempo	4/4	1	1	0								𝅘𝅥=37.5	38.0	𝅘𝅥	37.5	0.0	50								
23	23	289/4	289/4	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0	50								
23	23	289/4	289/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	479									50								
23	23	871/12	871/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0	50								
23	23	875/12	875/12	0.0	11/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=15	15.0	𝅘𝅥	15.0	0.0	50								
23	23	277/4	277/4	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	480																	
23	23	835/12	835/12	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	481																	
23	23	839/12	839/12	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	482																	
23	23	281/4	281/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	483																	
23	23	847/12	847/12	0.0	1/3	1/3	Dynamic	4/4	1	2	0					mf																
23	23	847/12	847/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	484																	
23	23	851/12	851/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	485																	
23	23	285/4	285/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	486																	
23	23	859/12	859/12	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	487																	
23	23	863/12	863/12	0.0	2/3	2/3	Spanner	4/4	1	2	0																		8			
23	23	863/12	863/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	488														8			
23	23	289/4	289/4	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	489														8			
23	23	871/12	871/12	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	490														8			
23	23	875/12	875/12	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	491														8			
24	24	293/4	293/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
24	24	293/4	293/4	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	492																	
24	24	883/12	883/12	0.6666666666666666	1/12	1/12	Chord	4/4	1	1	1/6		1/4	2/3	493																	
24	24	297/4	297/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	494																	
24	24	895/12	895/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
24	24	293/4	293/4	0.0	0	0	Dynamic	4/4	1	2	0					p																
24	24	293/4	293/4	0.0	0	0	Spanner	4/4	1	2	0																					
24	24	293/4	293/4	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	495		articAccentBelow							51								
24	24	883/12	883/12	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6		1/4	2/3	496																	
24	24	297/4	297/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	497																	
24	24	895/12	895/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	498																	
24	24	899/12	899/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	499																	
24	24	293/4	293/4	0.0	0	0	Spanner	4/4	2	1	0														14	14						
24	24	887/12	887/12	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	500		articAccentAbove								14	14						
24	24	297/4	297/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	501										14	14						
24	24	293/4	293/4	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	502										14	14						
25	25	907/12	907/12	0.0	1/12	7/12	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
25	25	919/12	919/12	0.0	1/3	5/6	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
25	25	923/12	923/12	0.0	5/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=15	15.0	𝅘𝅥	15.0	0.0									
25	25	301/4	301/4	0.3333333333333333	0	1/2	Chord	4/4	1	2	1/12		1/8	2/3	503																	
25	25	907/12	907/12	0.0	1/12	7/12	Spanner	4/4	1	2	0																		9			
25	25	907/12	907/12	0.3333333333333333	1/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	504														9			
25	25	911/12	911/12	0.3333333333333333	1/6	2/3	Chord	4/4	1	2	1/12		1/8	2/3	505														9			
25	25	305/4	305/4	0.3333333333333333	1/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	506														9			
25	25	919/12	919/12	0.3333333333333333	1/3	5/6	Chord	4/4	1	2	1/12		1/8	2/3	507														9			
25	25	923/12	923/12	0.3333333333333333	5/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	508														9			
25	25	301/4	301/4	1.0	0	1/2	Chord	4/4	2	1	1/4		1/4	1	509										14	14						
26	26	309/4	309/4	0.0	0	0	Dynamic	4/4	1	1	0					pp																
26	26	309/4	309/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=27.5	27.0	𝅘𝅥	27.5	0.0									
26	26	309/4	309/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	510		articAccentStaccatoAbove							52								
26	26	311/4	311/4	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
26	26	311/4	311/4	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	511		articStaccatoAbove															
26	26	943/12	943/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=32.5	33.0	𝅘𝅥	32.5	0.0									
26	26	317/4	317/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
26	26	317/4	317/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	512		articAccentStaccatoAbove							53								
26	26	319/4	319/4	1.5	5/8	5/8	Chord	4/4	1	1	3/8		1/4	3/2	513		articStaccatoAbove															
26	26	967/12	967/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=32.5	33.0	𝅘𝅥	32.5	0.0									
26	26	309/4	309/4	0.0	0	0	Spanner	4/4	1	2	0																					
26	26	309/4	309/4	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	514																	
26	26	931/12	931/12	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	515																	
26	26	935/12	935/12	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	516																	
26	26	313/4	313/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	517																	
26	26	943/12	943/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	518																	
26	26	947/12	947/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	519																	
26	26	317/4	317/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	520																	
26	26	955/12	955/12	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	521																	
26	26	959/12	959/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	522																	
26	26	321/4	321/4	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	523																	
26	26	967/12	967/12	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	524																	
26	26	971/12	971/12	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	525																	
26	26	309/4	309/4	4.0	0	0	Chord	4/4	2	1	1		1	1	526										14	14						
